2015-11-05 09:24:41.298000, 12.0, 98.449693, 19.35312
2015-11-05 09:23:39.290999, 15.0, 98.449798, 19.353295
2015-11-05 09:21:41.289000, 5.0, 98.449659, 19.353154
2015-11-05 09:18:41.308000, 12.0, 98.449393, 19.352989
2015-11-05 09:16:43.296999, 32.0, 98.445737, 19.354944
2015-11-05 09:15:40.313999, 15.0, 98.448331, 19.356633
2015-11-05 09:14:39.296999, 13.0, 98.450263, 19.357961
2015-11-05 09:12:39.301000, 15.0, 98.450012, 19.357643
2015-11-05 09:10:40, 16.0, 98.449605, 19.357596
2015-11-05 09:08:39, 12.0, 98.448364, 19.356405
2015-11-05 09:06:39, 12.0, 98.448091, 19.356348
2015-11-05 09:04:43, 42.0, 98.443642, 19.356246
2015-11-05 09:03:39, 9.0, 98.444017, 19.356457
2015-11-05 08:58:39, 24.0, 98.444718, 19.358017
2015-11-05 08:56:42.313999, 30.0, 98.44189, 19.359945
2015-11-05 08:54:41.315999, 15.0, 98.439309, 19.367455
2015-11-05 08:53:39.325000, 24.0, 98.432645, 19.36999
2015-11-05 08:52:37.319000, 19.0, 98.427835, 19.37665
2015-11-05 08:50:41, 24.0, 98.42226, 19.391096
2015-11-05 08:48:37.331000, 19.0, 98.415697, 19.404612
2015-11-05 08:46:39.325999, 22.0, 98.4136, 19.416885
2015-11-05 08:44:39.331000, 15.0, 98.402136, 19.42228
2015-11-05 08:42:38.335999, 5.0, 98.395666, 19.431955
2015-11-05 08:40:37.331000, 23.0, 98.38155, 19.437114
2015-11-05 08:38:37, 38.0, 98.367072, 19.436244
2015-11-05 08:37:35, 11.0, 98.361185, 19.438553
2015-11-05 08:35:40, 10.0, 98.354704, 19.441217
2015-11-05 08:33:44.332000, 49.0, 98.344295, 19.44167
2015-11-05 08:32:38.335000, 44.0, 98.343621, 19.444767
2015-11-05 08:31:36.332000, 36.0, 98.33979, 19.440217
2015-11-05 08:30:35.339999, 33.0, 98.338645, 19.440184
2015-11-05 08:28:40, 45.0, 98.333227, 19.441799
2015-11-05 08:27:34.338000, 24.0, 98.33216, 19.440764
2015-11-05 08:26:34.346999, 26.0, 98.328465, 19.439768
2015-11-05 08:24:40.349999, 22.0, 98.325059, 19.443423
2015-11-05 08:23:36.355999, 10.0, 98.322479, 19.443213
2015-11-05 08:22:34.332999, 12.0, 98.319547, 19.445368
2015-11-05 08:21:32.335999, 12.0, 98.319041, 19.44609
2015-11-05 08:20:32.355000, 5.0, 98.319133, 19.446174
2015-11-05 08:19:30.345999, 7.0, 98.319357, 19.44619
2015-11-05 08:12:29.355999, 6.0, 98.319422, 19.446106
2015-11-05 08:11:27.357000, 9.0, 98.319364, 19.446211
2015-11-05 08:07:29, 10.0, 98.319387, 19.446068
2015-11-05 08:05:29, 10.0, 98.319049, 19.445981
2015-11-05 08:03:31.359999, 29.0, 98.317925, 19.449185
2015-11-05 08:02:31.368000, 19.0, 98.315028, 19.452411
2015-11-05 08:01:31.358000, 20.0, 98.309881, 19.45588
2015-11-05 08:00:30.364000, 11.0, 98.311534, 19.452708
2015-11-05 07:58:30, 25.0, 98.307067, 19.453565
2015-11-05 07:56:30.369999, 14.0, 98.303478, 19.456757
2015-11-05 07:55:29, 18.0, 98.30465, 19.458813
2015-11-05 07:53:29, 23.0, 98.299617, 19.461245
2015-11-05 07:52:28, 19.0, 98.297742, 19.465491
2015-11-05 07:50:33, 22.0, 98.293541, 19.474991
2015-11-05 07:49:28.378999, 22.0, 98.294798, 19.481735
